Faculty_ID,Teaching_Hours,Advising_Students,Committee_Count,Research_Hours,Admin_Hours,Semester_Progress,Historical_Leave_Days,Workload_Score,Pressure_Score,Burnout_Risk
FAC_320,23,14,4,7,7,0.6,5,0.45793650793650786,0.47829365079365077,Medium
FAC_321,33,14,4,6,3,0.76,8,0.515079365079365,0.6210449735449735,Medium
FAC_322,23,30,2,6,6,0.82,3,0.5075396825396826,0.5289484126984128,Medium
FAC_323,32,16,2,16,5,0.67,11,0.6079365079365079,0.6766269841269842,High
FAC_324,27,22,5,18,5,0.17,0,0.6817460317460318,0.41965608465608467,Medium
FAC_325,35,17,1,10,11,0.37,7,0.6246031746031745,0.5669047619047619,Medium
FAC_326,24,23,5,4,5,0.93,6,0.5,0.5967592592592593,Medium
FAC_327,9,22,3,18,1,0.26,6,0.39603174603174607,0.3269179894179895,Low
FAC_328,8,12,0,11,1,0.4,15,0.17142857142857143,0.37714285714285717,Low
FAC_329,23,29,4,4,3,0.46,14,0.48888888888888876,0.5772222222222222,Medium
FAC_330,19,6,1,19,14,0.47,2,0.5003968253968254,0.4100859788359788,Medium
FAC_331,12,5,0,19,12,0.63,3,0.3726190476190476,0.3799933862433863,Low
FAC_332,12,4,1,18,10,0.95,9,0.3543650793650793,0.5317791005291005,Medium
FAC_333,34,20,7,4,4,0.28,8,0.6218253968253967,0.5527843915343915,Medium
FAC_334,30,21,7,4,5,0.17,14,0.5952380952380952,0.578505291005291,Medium
FAC_335,16,26,6,7,2,0.24,5,0.45515873015873015,0.3611177248677248,Low
FAC_336,16,19,7,14,8,0.89,14,0.5686507936507935,0.6946891534391534,High
FAC_337,10,16,5,16,11,0.66,14,0.49206349206349204,0.5805026455026455,Medium
FAC_338,26,10,7,10,11,0.32,4,0.6031746031746031,0.4714285714285714,Medium
FAC_339,23,18,2,5,14,0.83,2,0.49642857142857144,0.5131150793650794,Medium
FAC_340,23,15,4,15,2,0.87,8,0.5003968253968253,0.6049007936507936,Medium
FAC_341,10,16,5,6,9,0.85,4,0.35952380952380947,0.435026455026455,Medium
FAC_342,27,2,0,3,2,0.92,4,0.2329365079365079,0.4585251322751323,Medium
FAC_343,31,22,6,12,13,0.29,13,0.7666666666666667,0.6760185185185186,High
FAC_344,29,23,6,10,9,0.77,3,0.6865079365079365,0.6192063492063493,Medium
FAC_345,31,23,6,4,7,0.49,13,0.6206349206349207,0.6603042328042328,High
FAC_346,8,4,0,10,15,0.85,3,0.25317460317460316,0.36642857142857144,Low
FAC_347,31,17,0,4,8,0.74,11,0.4599206349206349,0.6238161375661375,Medium
FAC_348,27,24,0,3,15,0.79,0,0.5293650793650794,0.5060846560846561,Medium
FAC_349,18,26,0,13,11,0.67,6,0.5119047619047619,0.51489417989418,Medium
FAC_350,24,12,6,11,2,0.22,8,0.4884920634920635,0.44074735449735447,Medium
FAC_351,15,13,6,10,7,0.57,2,0.4380952380952381,0.3922354497354497,Low
FAC_352,11,11,1,16,12,0.99,11,0.3924603174603174,0.5818849206349206,Medium
FAC_353,13,17,5,9,6,0.94,12,0.40119047619047615,0.5940542328042328,Medium
FAC_354,15,9,4,6,4,0.09,14,0.2900793650793651,0.3656283068783069,Low
FAC_355,27,7,7,12,7,0.21,1,0.5722222222222223,0.3937037037037037,Low
FAC_356,10,13,7,3,14,0.18,2,0.4011904761904762,0.2596097883597884,Low
FAC_357,23,25,2,16,13,0.74,0,0.6579365079365079,0.5366269841269842,Medium
FAC_358,32,29,6,7,4,0.83,5,0.6757936507936507,0.6671626984126984,High
FAC_359,10,22,2,9,2,0.25,10,0.29642857142857143,0.3366335978835979,Low
FAC_360,32,9,5,6,10,0.53,10,0.5646825396825397,0.6088293650793651,Medium
FAC_361,25,27,5,17,12,0.85,6,0.7591269841269841,0.6970701058201058,High
FAC_362,21,29,2,19,7,0.75,10,0.6333333333333333,0.6539814814814815,High
FAC_363,25,5,6,7,8,0.57,10,0.4694444444444444,0.5500462962962963,Medium
FAC_364,9,27,2,6,2,0.61,1,0.2876984126984127,0.2990013227513227,Low
FAC_365,29,9,7,17,5,0.53,7,0.6428571428571427,0.5928968253968254,Medium
FAC_366,10,27,1,14,1,0.33,13,0.3555555555555555,0.42324074074074075,Medium
FAC_367,23,29,7,6,7,0.59,5,0.6182539682539682,0.5479365079365079,Medium
FAC_368,16,19,3,14,8,0.7,13,0.4829365079365079,0.5952843915343915,Medium
FAC_369,11,29,6,18,13,0.88,3,0.6611111111111111,0.5686111111111111,Medium
FAC_370,8,29,6,19,6,0.65,4,0.5638888888888889,0.46958333333333335,Medium
FAC_371,11,6,4,9,5,0.77,7,0.26825396825396824,0.4176587301587302,Medium
FAC_372,8,10,0,14,15,0.2,13,0.34047619047619043,0.376547619047619,Low
FAC_373,21,5,3,20,6,0.49,2,0.4837301587301587,0.4149933862433863,Medium
FAC_374,28,28,5,4,15,0.06,2,0.6873015873015873,0.42502645502645503,Medium
FAC_375,23,23,6,9,2,0.28,13,0.5337301587301586,0.5390674603174603,Medium
FAC_376,27,18,2,3,1,0.74,14,0.3793650793650794,0.6127513227513228,Medium
FAC_377,31,10,3,9,7,0.99,13,0.5190476190476191,0.7395899470899472,High
FAC_378,15,2,4,14,7,0.14,10,0.36111111111111105,0.3567592592592592,Low
FAC_379,14,22,5,14,10,0.43,3,0.5464285714285714,0.4156150793650793,Medium
FAC_380,10,21,0,2,11,0.81,0,0.2650793650793651,0.3291931216931217,Low
FAC_381,24,14,0,7,10,0.24,8,0.41547619047619044,0.41289021164021167,Medium
FAC_382,8,29,4,20,14,0.58,7,0.6178571428571429,0.5163690476190477,Medium
FAC_383,23,17,4,17,2,0.75,7,0.5369047619047619,0.5779960317460318,Medium
FAC_384,19,30,2,9,2,0.64,13,0.4535714285714286,0.5781812169312169,Medium
FAC_385,34,14,6,2,1,0.23,9,0.5031746031746032,0.5002248677248677,Medium
FAC_386,26,15,0,17,10,0.39,5,0.5559523809523809,0.4810119047619047,Medium
FAC_387,29,4,5,10,8,0.79,6,0.5186507936507936,0.588670634920635,Medium
FAC_388,30,30,3,14,15,0.58,5,0.792063492063492,0.6495767195767196,Medium
FAC_389,29,7,5,12,8,0.05,15,0.5623015873015872,0.5433134920634921,Medium
FAC_390,21,19,1,14,1,0.77,8,0.42063492063492053,0.5366005291005291,Medium
FAC_391,13,20,1,11,12,0.08,2,0.42341269841269835,0.25572089947089943,Low
FAC_392,13,6,4,5,11,0.76,13,0.3103174603174603,0.521494708994709,Medium
FAC_393,20,16,2,7,8,0.24,2,0.4067460317460318,0.3141468253968254,Low
FAC_394,26,26,1,8,9,0.96,2,0.5452380952380952,0.5786904761904761,Medium
FAC_395,29,3,0,6,14,0.4,9,0.42420634920634914,0.4886706349206349,Medium
FAC_396,15,11,5,12,4,0.36,2,0.39246031746031745,0.3191997354497354,Low
FAC_397,34,25,5,14,1,0.19,8,0.6936507936507935,0.56260582010582,Medium
FAC_398,34,19,4,20,1,0.34,11,0.696031746031746,0.6411772486772487,Medium
FAC_399,9,28,6,11,3,0.88,3,0.44682539682539674,0.4647751322751323,Medium
FAC_400,28,14,6,11,15,1.0,12,0.6865079365079365,0.7930026455026455,High
FAC_401,8,6,3,12,14,0.4,6,0.34325396825396826,0.3344642857142857,Low
FAC_402,35,24,4,8,5,0.48,13,0.6523809523809523,0.6869047619047618,High
FAC_403,22,25,7,19,5,0.74,14,0.7015873015873015,0.7392328042328041,High
FAC_404,8,2,3,5,9,0.89,8,0.18333333333333332,0.4116666666666667,Medium
FAC_405,12,23,7,3,10,0.61,10,0.451984126984127,0.5040410052910053,Medium
FAC_406,35,2,6,15,14,0.42,11,0.7123015873015872,0.6722023809523808,High
FAC_407,23,19,4,14,12,0.44,6,0.625,0.5268055555555555,Medium
FAC_408,26,16,7,13,2,0.71,8,0.5829365079365079,0.6131547619047618,Medium
FAC_409,11,18,4,8,2,0.05,11,0.3107142857142857,0.31009920634920635,Low
FAC_410,10,12,4,3,6,0.64,2,0.244047619047619,0.30389550264550264,Low
FAC_411,24,22,6,14,15,0.39,14,0.7325396825396825,0.673068783068783,High
FAC_412,24,27,3,15,9,0.8,3,0.6507936507936508,0.5921164021164022,Medium
FAC_413,19,26,3,18,1,0.14,13,0.5357142857142857,0.49014550264550266,Medium
FAC_414,35,23,4,10,9,0.61,7,0.7103174603174603,0.6654761904761906,High
FAC_415,21,28,1,18,9,0.51,5,0.615079365079365,0.5191005291005291,Medium
FAC_416,28,28,2,9,13,0.66,4,0.6571428571428571,0.5881216931216932,Medium
FAC_417,13,18,6,3,9,0.11,12,0.3952380952380952,0.3838756613756614,Low
FAC_418,10,14,2,14,5,0.6,3,0.326984126984127,0.3445502645502646,Low
FAC_419,35,2,2,4,13,0.58,7,0.4936507936507936,0.5604761904761905,Medium
FAC_420,16,3,3,17,15,0.58,0,0.47698412698412695,0.38927248677248677,Low
FAC_421,12,10,3,7,9,0.62,13,0.3071428571428571,0.4813624338624339,Medium
FAC_422,31,4,1,20,11,0.69,8,0.5984126984126984,0.6336375661375662,Medium
FAC_423,24,2,2,8,4,0.81,15,0.3194444444444444,0.6055092592592592,Medium
FAC_424,21,22,2,11,2,0.31,0,0.44087301587301586,0.3240410052910053,Low
FAC_425,28,17,4,10,13,0.83,7,0.6325396825396825,0.6595502645502646,High
FAC_426,10,24,3,3,6,0.52,3,0.3083333333333333,0.3161574074074074,Low
FAC_427,35,7,2,16,14,0.12,8,0.6734126984126985,0.539702380952381,Medium
FAC_428,8,29,5,6,4,0.11,13,0.3765873015873015,0.37029761904761904,Low
FAC_429,27,18,1,5,6,0.37,10,0.4337301587301587,0.4913822751322751,Medium
FAC_430,28,6,7,5,3,0.8,4,0.45555555555555555,0.5324074074074074,Medium
FAC_431,30,6,5,19,6,0.72,2,0.6226190476190476,0.5683267195767197,Medium
FAC_432,8,7,5,5,2,0.8,8,0.18690476190476188,0.3907738095238096,Low
FAC_433,10,4,7,18,2,0.54,10,0.37500000000000006,0.4444907407407408,Medium
FAC_434,25,22,6,13,13,0.47,13,0.711111111111111,0.6737962962962963,High
FAC_435,32,24,6,18,9,0.19,13,0.815873015873016,0.6768650793650794,High
FAC_436,17,6,1,11,7,0.36,8,0.3142857142857143,0.37142857142857144,Low
FAC_437,29,22,5,2,3,0.46,3,0.5047619047619047,0.4599206349206349,Medium
FAC_438,33,6,2,19,13,0.13,10,0.6666666666666666,0.5584259259259259,Medium
FAC_439,10,11,3,19,11,0.26,3,0.44682539682539685,0.3134788359788361,Low
FAC_440,15,11,1,15,1,0.62,11,0.30793650793650795,0.46616402116402117,Medium
FAC_441,21,20,4,16,8,0.75,7,0.5892857142857142,0.5941600529100529,Medium
FAC_442,31,18,7,13,14,1.0,1,0.7813492063492062,0.7001256613756612,High
FAC_443,25,22,5,5,6,0.94,8,0.5257936507936508,0.6412367724867726,Medium
FAC_444,22,15,1,4,7,0.66,12,0.3563492063492063,0.5372089947089947,Medium
FAC_445,29,10,0,13,9,0.45,13,0.49841269841269836,0.5878968253968253,Medium
FAC_446,30,15,0,8,5,0.65,5,0.44682539682539685,0.5117195767195768,Medium
FAC_447,9,2,6,12,15,0.8,8,0.4007936507936508,0.4907275132275133,Medium
FAC_448,34,20,7,2,1,0.16,7,0.5674603174603173,0.48498677248677236,Medium
FAC_449,17,14,3,7,12,0.44,14,0.42341269841269846,0.5205357142857143,Medium
FAC_450,9,14,2,16,10,0.85,14,0.39166666666666666,0.5791203703703703,Medium
FAC_451,33,5,3,16,7,0.41,6,0.5833333333333333,0.5375925925925925,Medium
FAC_452,24,2,3,20,15,0.59,15,0.5920634920634921,0.6731878306878306,High
FAC_453,15,18,3,12,5,0.61,12,0.4103174603174603,0.5230687830687831,Medium
FAC_454,8,9,7,3,3,0.23,13,0.23253968253968252,0.3354761904761905,Low
FAC_455,16,3,3,15,12,0.39,0,0.42261904761904756,0.31730820105820107,Low
FAC_456,18,29,4,3,13,0.37,15,0.5293650793650793,0.5677513227513227,Medium
FAC_457,29,9,7,5,9,0.07,13,0.5523809523809523,0.5171825396825397,Medium
FAC_458,23,8,4,18,1,0.07,11,0.473015873015873,0.4325793650793651,Medium
FAC_459,14,27,7,4,1,0.84,2,0.4174603174603175,0.4467460317460317,Medium
FAC_460,17,27,6,14,1,0.31,10,0.5404761904761904,0.48738095238095236,Medium
FAC_461,30,3,1,10,3,0.54,15,0.3833333333333333,0.5889814814814816,Medium
FAC_462,33,23,0,8,12,0.33,13,0.6123015873015872,0.6239616402116401,Medium
FAC_463,10,23,3,16,6,0.94,1,0.44563492063492066,0.456276455026455,Medium
FAC_464,25,4,6,12,10,0.3,4,0.5392857142857141,0.43397486772486765,Medium
FAC_465,32,28,1,3,11,0.46,14,0.5920634920634921,0.656984126984127,High
FAC_466,31,19,0,16,3,0.88,4,0.553968253968254,0.6078042328042328,Medium
FAC_467,20,13,5,15,8,0.85,4,0.5384920634920635,0.5525992063492063,Medium
FAC_468,35,2,2,12,14,0.23,15,0.5932539682539683,0.6244642857142857,Medium
FAC_469,33,23,4,4,14,0.81,3,0.675,0.6388425925925927,Medium
FAC_470,14,13,5,18,10,0.49,4,0.5265873015873016,0.4350198412698413,Medium
FAC_471,32,6,7,13,2,0.51,2,0.5781746031746031,0.503234126984127,Medium
FAC_472,11,28,0,16,14,0.18,11,0.5138888888888888,0.4340277777777778,Medium
FAC_473,20,26,5,17,9,0.13,0,0.6642857142857143,0.37587301587301586,Low
FAC_474,27,18,2,6,3,0.74,4,0.43412698412698414,0.5040608465608466,Medium
FAC_475,8,17,6,7,5,0.52,12,0.3341269841269841,0.4403571428571429,Medium
FAC_476,15,16,0,20,10,0.47,8,0.47420634920634924,0.46348544973544975,Medium
FAC_477,21,24,5,6,8,0.74,12,0.5281746031746031,0.6308267195767195,Medium
FAC_478,23,16,4,4,2,0.78,8,0.3853174603174603,0.5306150793650793,Medium
FAC_479,21,6,4,2,6,0.2,3,0.31230158730158725,0.2786838624338624,Low
FAC_480,19,22,1,7,12,0.63,2,0.45992063492063495,0.43187169312169316,Medium
FAC_481,26,15,5,16,5,0.18,0,0.5984126984126983,0.3809523809523809,Low
FAC_482,30,3,3,3,13,0.76,1,0.45555555555555555,0.4898148148148148,Medium
FAC_483,22,12,5,4,10,0.67,7,0.45277777777777767,0.5164351851851852,Medium
FAC_484,35,20,6,18,9,0.96,15,0.8206349206349207,0.9092857142857144,High
FAC_485,9,8,0,13,12,0.12,0,0.29404761904761906,0.1660251322751323,Low
FAC_486,9,7,0,19,5,0.1,7,0.2785714285714286,0.2473941798941799,Low
FAC_487,30,29,6,16,2,0.32,12,0.7321428571428571,0.6509457671957672,High
FAC_488,29,3,5,13,5,0.3,6,0.5126984126984127,0.4634920634920635,Medium
FAC_489,26,7,6,17,15,0.28,14,0.680952380952381,0.6297619047619047,Medium
FAC_490,32,19,2,9,12,0.91,7,0.6265873015873016,0.691686507936508,High
FAC_491,33,3,7,15,4,0.29,11,0.6115079365079364,0.5869378306878307,Medium
FAC_492,29,19,6,18,15,0.31,5,0.8111111111111111,0.5869444444444445,Medium
FAC_493,33,16,4,9,11,0.77,11,0.6484126984126983,0.7235449735449735,High
FAC_494,33,28,6,16,7,0.48,13,0.8119047619047618,0.7512830687830687,High
FAC_495,29,20,0,15,6,0.79,14,0.5599206349206349,0.7139087301587301,High
FAC_496,24,3,4,19,14,0.11,14,0.5988095238095238,0.5428902116402117,Medium
FAC_497,27,21,0,8,2,0.51,8,0.4242063492063492,0.4954298941798942,Medium
FAC_498,17,26,1,4,12,0.08,2,0.43293650793650784,0.27482142857142855,Low
FAC_499,13,7,3,13,11,0.11,9,0.38492063492063494,0.3392328042328042,Low
FAC_500,22,2,0,4,11,0.91,3,0.2849206349206349,0.44756613756613767,Medium
